MGI_Gene_Marker_ID,Symbol,Name,Chr,Qualifier,Annotated_Term,Context,Proteoform,Evidence,Inferred_From,References,component
MGI:87916,Ada,adenosine deaminase,2,NA,mature B cell apoptotic process,happens in mature B cell,NA,IMP,MGI:1857117,J:106733,B_cell_apoptotic_process
MGI:87916,Ada,adenosine deaminase,2,NA,mature B cell apoptotic process,happens in mature B cell,NA,IMP,MGI:2683027,J:106733,B_cell_apoptotic_process
MGI:87916,Ada,adenosine deaminase,2,NA,negative regulation of mature B cell apoptotic process,negatively regulates mature B cell apoptotic process,NA,IMP,MGI:1857117,J:106733,B_cell_apoptotic_process
MGI:87916,Ada,adenosine deaminase,2,NA,negative regulation of mature B cell apoptotic process,negatively regulates mature B cell apoptotic process,NA,IMP,MGI:2683027,J:106733,B_cell_apoptotic_process
MGI:107168,Aurkb,aurora kinase B,11,NA,negative regulation of B cell apoptotic process,NA,NA,ISO,Q96GD4,J:164563,B_cell_apoptotic_process
MGI:1097161,Bak1,BCL2-antagonist/killer 1,17,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:99702,J:100463,B_cell_apoptotic_process
MGI:99702,Bax,BCL2-associated X protein,7,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:1097161,J:100463,B_cell_apoptotic_process
MGI:99702,Bax,BCL2-associated X protein,7,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:97250,J:72281,B_cell_apoptotic_process
MGI:99702,Bax,BCL2-associated X protein,7,NA,B cell apoptotic process,NA,NA,ISO,Q07812,J:164563,B_cell_apoptotic_process
MGI:99702,Bax,BCL2-associated X protein,7,NA,B cell receptor apoptotic signaling pathway,NA,NA,ISO,Q07812,J:164563,B_cell_apoptotic_process
MGI:99702,Bax,BCL2-associated X protein,7,NA,positive regulation of B cell apoptotic process,positively regulates B cell apoptotic process,NA,IGI,MGI:97250,J:72281,B_cell_apoptotic_process
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,NA,B cell apoptotic process,happens in B cell,NA,IDA,NA,J:16871,B_cell_apoptotic_process
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,NA,B cell apoptotic process,"happens in B cell,happens in bone marrow,happens in B cell,happens in thymus",NA,IMP,MGI:2156165,J:14685,B_cell_apoptotic_process
MGI:88138,Bcl2,B cell leukemia/lymphoma 2,1,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IDA,NA,J:16871,B_cell_apoptotic_process
MGI:102687,Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1a,9,NA,B cell apoptotic process,happens in B cell,NA,IDA,NA,J:86773,B_cell_apoptotic_process
MGI:102687,Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1a,9,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IDA,NA,J:86773,B_cell_apoptotic_process
MGI:1337994,Bcl10,B cell leukemia/lymphoma 10,3,NA,B cell apoptotic process,NA,NA,IDA,NA,J:61738,B_cell_apoptotic_process
MGI:1337994,Bcl10,B cell leukemia/lymphoma 10,3,NOT,B cell apoptotic process,NA,NA,IMP,MGI:2158304,J:67297,B_cell_apoptotic_process
MGI:1337994,Bcl10,B cell leukemia/lymphoma 10,3,NA,negative regulation of mature B cell apoptotic process,NA,NA,ISO,O95999,J:164563,B_cell_apoptotic_process
MGI:88323,Cd24a,CD24a antigen,10,NA,B cell apoptotic process,happens in precursor B cell,NA,IDA,NA,J:125136,B_cell_apoptotic_process
MGI:88323,Cd24a,CD24a antigen,10,NA,positive regulation of B cell apoptotic process,positively regulates B cell apoptotic process,NA,IDA,NA,J:125136,B_cell_apoptotic_process
MGI:88338,Cd44,CD44 antigen,2,NA,negative regulation of mature B cell apoptotic process,NA,NA,IDA,NA,J:131317,B_cell_apoptotic_process
MGI:96534,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",18,NA,negative regulation of mature B cell apoptotic process,NA,NA,IMP,NA,J:131317,B_cell_apoptotic_process
MGI:104686,Crkl,v-crk avian sarcoma virus CT10 oncogene homolog-like,16,NA,B cell apoptotic process,NA,NA,IMP,MGI:4435697,J:260356,B_cell_apoptotic_process
MGI:2444668,Fnip1,folliculin interacting protein 1,11,NA,B cell apoptotic process,happens in precursor B cell,NA,IMP,MGI:5437714,J:187318,B_cell_apoptotic_process
MGI:2444668,Fnip1,folliculin interacting protein 1,11,NA,positive regulation of B cell apoptotic process,NA,NA,IGI,MGI:97250,J:187318,B_cell_apoptotic_process
MGI:2444668,Fnip1,folliculin interacting protein 1,11,NA,positive regulation of B cell apoptotic process,positively regulates B cell apoptotic process,NA,IMP,MGI:5437714,J:187318,B_cell_apoptotic_process
MGI:1914004,Foxp1,forkhead box P1,6,NA,negative regulation of B cell apoptotic process,NA,NA,ISO,Q9H334,J:164563,B_cell_apoptotic_process
MGI:2676364,Hsh2d,hematopoietic SH2 domain containing,8,NA,negative regulation of B cell apoptotic process,NA,NA,IDA,NA,J:96984,B_cell_apoptotic_process
MGI:96548,Il2,interleukin 2,3,NA,negative regulation of B cell apoptotic process,NA,NA,ISO,P60568,J:40789,B_cell_apoptotic_process
MGI:96552,Il3,interleukin 3,11,NA,B cell apoptotic process,happens in B cell,NA,IDA,NA,J:24973,B_cell_apoptotic_process
MGI:96552,Il3,interleukin 3,11,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IDA,NA,J:24973,B_cell_apoptotic_process
MGI:96537,Il10,interleukin 10,1,NA,positive regulation of B cell apoptotic process,NA,NA,ISO,P22301,J:40789,B_cell_apoptotic_process
MGI:1890474,Il21,interleukin 21,3,NA,B cell apoptotic process,NA,NA,NAS,NA,J:93740,B_cell_apoptotic_process
MGI:109334,Irs2,insulin receptor substrate 2,8,NA,negative regulation of B cell apoptotic process,NA,NA,IMP,NA,J:161023,B_cell_apoptotic_process
MGI:96892,Lyn,"LYN proto-oncogene, Src family tyrosine kinase",4,NA,regulation of B cell apoptotic process,NA,NA,IBA,PTN008405048,J:265628,B_cell_apoptotic_process
MGI:96892,Lyn,"LYN proto-oncogene, Src family tyrosine kinase",4,NA,regulation of B cell apoptotic process,NA,NA,IMP,NA,J:35280,B_cell_apoptotic_process
MGI:96982,Mif,macrophage migration inhibitory factor (glycosylation-inhibiting factor),10,NA,negative regulation of mature B cell apoptotic process,NA,NA,IDA,NA,J:131317,B_cell_apoptotic_process
MGI:3619065,Mir17,microRNA 17,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619065,Mir17,microRNA 17,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619065,Mir17,microRNA 17,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619065,Mir17,microRNA 17,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619065,Mir17,microRNA 17,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:2676844,Mir18,microRNA 18,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:2676844,Mir18,microRNA 18,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:2676844,Mir18,microRNA 18,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:2676844,Mir18,microRNA 18,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:2676844,Mir18,microRNA 18,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3718454,Mir18b,microRNA 18b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3618743,Mir19a,microRNA 19a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3618743,Mir19a,microRNA 19a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3618743,Mir19a,microRNA 19a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3618743,Mir19a,microRNA 19a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3618743,Mir19a,microRNA 19a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3629917,Mir19b-1,microRNA 19b-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:2676868,Mir19b-2,microRNA 19b-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
